Data from robot gripper sensors											
Nov-14											
"Data generation: Physical testing and data logging"												
"Hardware: human, Robotiq hand"												
Grasp #	left finger	right finger	middle finger	palm	maxofleft	maxofright	maxofmiddle	maxofpalm
507	163	213.5	1.75	33.1333332	322	336	3	262
508	90	255.75	3	18.1333332	321	346	8	131
509	113	200.5	101.25	1.2666668	392	349	333	5
510	94.25	225.25	132	0.6	333	346	305	1
511	11.5	231.25	266.5	0.6666668	36	348	379	2
512	117	27.75	84.5	50.2666668	345	57	318	331
513	164.5	47	103	41.6	324	158	273	257
514	144.25	15	110	48.2666668	365	39	354	332
515	121.75	126	6	3.4666668	330	356	13	31
516	81.75	24	58	39.1333332	295	80	156	271
517	82.75	50.75	29.75	3.0666668	301	116	74	27
518	113.75	40	4.75	11.3333332	320	144	8	58
519	93.5	49.5	42.25	38.6666668	316	151	149	223
520	150	183.75	166.25	0.8666668	357	356	410	2
521	136.25	219.5	272.25	0.4666668	358	347	450	1
522	200.5	270	262	0.6	356	378	458	2
523	147	263.75	151.25	3.2666668	333	353	462	36
524	242.25	17	79	20.8666668	426	25	275	227
525	79	231.25	239	45.3333332	192	475	446	423
526	133.25	239	4.75	31.3333332	354	350	7	303
527	122.75	212.75	2.75	24.3333332	327	406	6	192
528	94.75	172	60.75	24.6666668	325	397	123	176
529	113.5	189	197.5	0.8	374	348	461	2
530	136	197	188	0.6	381	345	455	2
531	70	20	53.75	224.8	102	63	108	447
532	14.75	236	189.25	6.1333332	24	416	295	51
533	11.75	127	54.25	133.1333332	14	292	88	454
534	3.75	34.5	50.5	4.4666668	9	82	92	45
535	1.75	17.25	6	0.7333332	5	52	17	2
536	36	2.5	6.25	3.4	142	5	12	34
537	0.75	2	17.75	0.9333332	1	4	54	3
538	157.25	5.75	87.5	0.2	320	11	247	1
539	203.5	1	221	0.4666668	417	2	457	1
540	204.5	3	201.5	0.8666668	424	8	405	2
541	21.75	291.25	108.25	211.8666668	52	452	198	456
542	246	212.75	219.75	149.1333332	472	420	440	433
543	179.75	203.75	153.5	170.0666668	349	472	327	436
544	194.5	194.5	92	169.8	342	497	309	452
545	44.75	0.47125 0.250625	160.8666668	131	452	144	455	
546	264.75	39.25	96	153.2	392	101	320	440
547	232.25	78.25	148.5	225.2666668	368	162	376	440
548	124.25	72	183.75	2.2666668	348	286	433	8
549	117.25	16.25	105.75	0.9333332	330	51	396	3
550	3	36	193	1.4	6	88	440	4
551	41.75	166	66.25	196.6666668	117	501	220	449
552	46.25	121	203.75	158.6	145	268	440	450
553	256.5	49.25	193	169.7333332	481	169	465	459
554	52	123.25	82.5	186.2666668	114	481	309	467
555	33.25	160.25	190	187.1333332	102	438	398	484
556	18.75	132	128.75	49.2666668	65	459	205	384
557	11	203.5	95.75	242.0666668	32	502	330	500
558	15.75	18.25	158.5	1.0666668	29	52	482	2
559	138	198	155	0.6666668	346	429	448	2
560	14	18.25	172	0.7333332	41	50	445	4
561	66.25	185	121.75	164.4666668	99	496	345	497
562	10.25	125.75	146.5	144.6	24	470	347	443
563	4.5	31.5	134.25	163.7333332	10	79	342	446
564	6.25	13.5	237.75	151.8	11	20	492	435
565	15.25	38.5	115	221.8	41	66	342	450
566	6.5	87.25	113.5	162.4	14	194	325	444
567	3.25	21	124.25	179.7333332	6	59	346	440
568	169.75	118	219.25	1.0666668	305	420	441	3
569	96.75	85	218.75	0.5333332	300	265	454	2
570	24	26.75	296.25	0.8666668	55	40	458	3
571	10	142.5	152.25	177.2	31	391	368	457
572	290.5	13.75	216	155.2666668	498	32	435	448
573	25.75	133.5	165	12	65	462	337	106
574	19.5	53.75	156.5	185.7333332	50	142	345	466
575	23.75	122.5	161.75	13.2	83	435	461	142
576	27	279.25	142	172.6666668	66	504	343	446
577	24.75	275	142.25	218.0666668	64	491	310	500
578	119.75	149.25	135.5	1.9333332	399	383	424	10
579	160	185.5	150.5	1	355	463	431	3
580	94.75	124.5	1.75	0.3333332	328	336	4	0
581	22.5	50.75	6.75	5.7333332	61	179	18	50
582	86.25	34.25	5.25	2	336	117	10	12
583	108.75	98.25	25	46.0666668	323	218	76	349
584	87.5	35.5	52.5	10.3333332	322	122	175	68
585	83.25	20.25	69.5	1.1333332	299	72	242	8
586	122.75	128.5	103.75	3.8666668	317	463	337	21
587	138.25	12.25	36.75	51.4	356	28	96	231
588	129.5	141.25	85.5	1.4	369	399	303	5
589	218.25	175.25	145.5	0.9333332	424	349	287	2
590	174.5	305.25	203.75	0.6	430	429	310	1
591	83	192.25	197.75	14.6666668	280	475	369	141
592	213	82.5	99.75	29.1333332	346	190	252	154
593	117.5	219.25	9.5	31.5333332	336	406	17	141
594	188.75	151.5	11	33.4	383	348	19	167
595	181.75	302.25	9.5	43.0666668	362	446	19	325
596	173.25	82.5	32.25	20.0666668	336	212	79	123
597	163	213.5	1.75	33.1333332	322	336	3	262
598	90	255.75	3	18.1333332	321	346	8	131
599	113	200.5	101.25	1.2666668	392	349	333	5
600	94.25	225.25	132	0.6	333	346	305	1
601	192.25	170.25	206.75	179.8	371	425	364	422
602	192	147.5	218.75	116.8666668	375	438	354	480
603	203.5	244.25	213	149.3333332	399	491	365	465
604	198.75	230	225.5	139.2	377	493	352	500
605	202.75	208.5	201.5	169.2	386	491	331	438
606	197.75	197.75	210.5	170.5333332	374	463	341	452
607	197.5	158	204.75	194.6666668	374	424	335	437
608	121.75	153	96.75	4	376	436	269	31
609	232.5	284.75	262.5	1.1333332	428	357	402	3
610	356.5	201.5	205.75	0.7333332	439	336	345	2
611	196.75	145.5	228	123.0666668	382	410	369	486
612	236.75	164.75	210.5	124.8	401	473	334	476
613	239.75	157	225.75	141.5333332	374	465	335	395
614	245.75	163.25	205.5	139.9333332	410	464	336	502
615	230.75	141.25	206.75	188.2666668	375	483	336	462
616	231.5	162.5	227.5	175.4	359	451	353	350
617	233.75	147.25	203.25	176.8	397	494	345	464
618	285.25	124.5	161.75	5.8	392	431	341	39
619	337.25	108.5	169.25	3.4666668	389	375	339	28
620	205.5	197.25	204.25	0.7333332	411	431	387	7
621	170	147.75	213.25	114.6	376	450	338	499
622	235.25	162.5	219.5	117.4	394	427	326	501
623	238	181	213.75	130.5333332	420	504	324	496
624	226.25	174.25	221.5	184.4666668	398	489	330	390
625	220.25	185.5	211	115.2666668	406	504	326	497
626	212.5	175.5	215.5	131.7333332	400	497	329	467
627	210.75	182.25	212.5	123	407	498	329	484
628	267.5	194	226.5	7.0666668	394	492	331	73
629	194.25	205.75	183.75	1.2	386	434	376	4
630	148.75	134.5	85.75	0.7333332	330	479	265	2
631	168.5	158	208.75	118.2666668	378	470	326	451
632	212	176.5	221	154	395	504	329	482
633	210.75	178.25	215.5	172.1333332	411	503	327	488
634	208.75	176.5	211.25	148.0666668	408	492	329	501
635	204.25	177	211	114.2666668	402	482	331	494
636	207.5	174.25	212.25	129.4666668	414	480	330	488
637	205.5	171	213.5	126.8666668	410	473	332	468
638	203.5	147.5	138.5	0.8	411	482	286	3
639	27.75	85	22.25	8.6	60	251	49	32
640	299.5	139.25	166.25	2.1333332	407	286	301	12
641	183.75	129.5	206.75	174.5333332	381	479	333	442
642	201.25	162	196.75	178.5333332	380	501	331	440
643	181	150.25	194	118.9333332	357	471	338	349
644	195	153.75	182	116.0666668	393	481	329	334
645	194	158	206.25	105.3333332	389	498	328	324
646	196.25	170	211.75	109	404	456	331	450
647	198	138	155	146.1333332	416	500	331	466
648	202.75	167	197.75	97.8666668	431	449	330	468
649	186.75	144.75	98.75	1.4	362	486	277	6
650	188.5	149.25	160.25	0.8666668	357	441	337	5
651	202	141	89.25	0.8	422	433	265	2
652	188	150.5	187.5	82.8666668	375	467	321	496
653	183.25	173	219.5	124.9333332	364	503	333	454
654	200.5	141.75	163.75	155	401	486	333	422
655	198.75	161	193.25	175.8	402	498	333	485
656	173.5	156.75	196.25	194.7333332	344	488	347	463
657	173	154.5	200.25	187	346	499	347	450
658	173.75	159.5	197	194.2666668	349	506	350	419
659	235.75	301.75	224	3.6666668	453	502	359	26
660	330.75	206.75	254.25	1.6	389	414	330	6
661	374.5	280.25	327.5	0.4666668	461	473	360	2
662	124.5	139.25	211.75	126.4	381	423	330	401
663	198.75	178	213	106.6	397	506	357	487
664	189.25	167	205	111.2	375	481	340	496
665	186.75	175.25	220	164.0666668	376	483	342	397
666	208	181.25	207	122.6666668	437	482	341	488
667	190.75	153.25	205.75	175.7333332	384	468	340	447
668	192.5	168.5	208.5	200.5333332	389	496	342	437
669	262.25	201.75	210.75	1.9333332	399	476	345	6
670	181	131.25	125	1.2666668	381	396	291	5
671	201.25	129	91	1.5333332	425	412	262	9
672	169.25	159.5	217	151.1333332	369	437	370	419
673	200.5	152.75	227.25	188.2666668	409	496	344	443
674	209	128.25	210.75	186.5333332	379	499	339	460
675	186.75	168	194.5	112.1333332	372	498	341	491
676	178	151.25	173.5	148.2	357	493	347	440
677	314.5	123	216.75	159.4	426	472	339	422
678	188	165.5	196	105.1333332	372	492	340	472
679	185.5	138.75	112.25	2.9333332	361	479	261	18
680	196	136	146.25	1.0666668	373	441	294	3
681	203.25	120.25	84	1.1333332	414	431	243	4
682	194.25	169.5	200.5	107.8	403	480	339	468
683	195.5	174.25	217.75	157.9333332	394	466	339	482
684	267	132.5	223.5	138.2	405	457	337	437
685	280	134.5	221.75	147.5333332	383	498	339	377
686	278.25	135.25	224	140.1333332	393	506	339	381
687	196.75	136.5	182	30.9333332	391	503	339	227
688	181.5	137	190.25	197.2	370	493	342	429
689	174.5	166.5	202.5	201.6	368	488	351	437
690	96	147.25	86.5	4.6666668	328	493	264	45
691	193.5	149.75	101.5	1.7333332	369	489	255	9
692	123.75	107.5	97	1.1333332	360	322	259	4
693	183.75	145.75	201.75	115.3333332	375	419	345	492
694	175.25	159.5	215.25	166.7333332	349	496	343	387
695	203.5	162.25	215.75	192.6	423	500	343	412
696	200.25	158	217	182.4	421	491	342	439
697	208	161	209.75	160.5333332	441	486	341	477
698	280.5	141.5	171	2.4666668	414	477	346	15
699	247.75	133.25	163.5	1	367	378	345	4
700	237.5	116.25	164.75	0.6666668	390	370	357	2
