Data from robot gripper sensors											
Nov-14											
"Data generation: Physical testing and data logging"												
"Hardware: human, Robotiq hand"												
Grasp #	left finger	right finger	middle finger	palm	maxofleft	maxofright	maxofmiddle	maxofpalm
341	0.165625	0.4625	0.304375	0.411166667	0.2475	1.24	0.8625	1.2425
342	0.025625	0.314375	0.36625	0.3615	0.06	1.175	0.8675	1.1075
343	0.01125	0.07875	0.335625	0.409333333	0.025	0.1975	0.855	1.115
344	0.015625	0.03375	0.594375	0.3795	0.0275	0.05	1.23	1.0875
345	0.038125	0.09625	0.2875	0.5545	0.1025	0.165	0.855	1.125
346	0.01625	0.218125	0.28375	0.406	0.035	0.485	0.8125	1.11
347	0.008125	0.0525	0.310625	0.449333333	0.015	0.1475	0.865	1.1
348	0.424375	0.295	0.548125	0.002666667	0.7625	1.05	1.1025	0.0075
349	0.241875	0.2125	0.546875	0.001333333	0.75	0.6625	1.135	0.005
350	0.06	0.066875	0.740625	0.002166667	0.1375	0.1	1.145	0.0075
351	0.025	0.35625	0.380625	0.443	0.0775	0.9775	0.92	1.1425
352	0.72625	0.034375	0.54	0.388166667	1.245	0.08	1.0875	1.12
353	0.064375	0.33375	0.4125	0.03	0.1625	1.155	0.8425	0.265
354	0.04875	0.134375	0.39125	0.464333333	0.125	0.355	0.8625	1.165
355	0.059375	0.30625	0.404375	0.033	0.2075	1.0875	1.1525	0.355
356	0.0675	0.698125	0.355	0.431666667	0.165	1.26	0.8575	1.115
357	0.061875	0.6875	0.355625	0.545166667	0.16	1.2275	0.775	1.25
358	0.299375	0.373125	0.33875	0.004833333	0.9975	0.9575	1.06	0.025
359	0.4	0.46375	0.37625	0.0025	0.8875	1.1575	1.0775	0.0075
360	0.236875	0.31125	0.004375	0.000833333	0.82	0.84	0.01	0.00
361	0.48375	0.083125	0.473125	0.486333333	1	0.2	0.8175	1.1825
362	0.058125	0.0275	0.42	0.3345	0.115	0.0725	0.8475	1.2175
363	0.509375	0.111875	0.56125	0.376166667	0.995	0.355	0.8075	1.045
364	0.225625	0.138125	0.551875	0.239	0.6925	0.3925	0.88	1.0125
365	0.515625	0.079375	0.421875	0.3265	1.025	0.17	0.8325	1.01
366	0.10375	0.065	0.445	0.461166667	0.2425	0.1475	0.82	1.085
367	0.453125	0.176875	0.448125	0.252	0.9	0.4075	0.8575	0.9
368	0.4025	0.063125	0.5075	0.3715	0.875	0.1475	0.8375	1.185
369	0.87125	0.01875	0.028125	0.009166667	1.0375	0.045	0.0425	0.0425
370	0.93125	0.006875	0.033125	0.007166667	1.06	0.015	0.0975	0.035
371	0.95	0.079375	0.04625	0.007166667	1.125	0.235	0.1275	0.0225
372	0.5575	0.48125	0.48625	0.411666667	0.9375	1.06	0.9	1.0075
373	0.326875	0.341875	0.441875	0.405833333	0.94	0.87	0.8575	1.0225
374	0.719375	0.525	0.4775	0.339333333	1.0225	1.1175	0.845	1.0625
375	0.73375	0.531875	0.46875	0.382833333	1.01	1.105	0.855	1.15
376	0.778125	0.615625	0.5625	0.283833333	1.145	1.08	0.9475	1.21
377	0.48	0.221875	0.5275	0.3725	0.905	0.4625	0.985	1.2175
378	0.736875	0.466875	0.55	0.315	1.21	1.0525	1.025	1.2275
379	0.975625	0.191875	0.06125	0.076833333	1.055	0.69	0.135	1.02
380	1.049375	0.0675	0.008125	0.004166667	1.14	0.12	0.01	0.0225
381	1.049375	0.0675	0.008125	0.004166667	1.14	0.12	0.01	0.0225
382	0.530625	0.13625	0.611875	0.4405	1.115	0.41	1.0425	1.19
383	0.45	0.085625	0.01875	0.290833333	0.87	0.225	0.0525	1.1275
384	0.085	0.093125	0.52625	0.4575	0.33	0.245	1.0325	1.1525
385	0.041875	0.15875	0.50125	0.474166667	0.1175	0.395	0.9475	1.1675
386	0.005625	0.0125	0.015	0.0195	0.0125	0.035	0.05	0.0825
387	0.424375	0.105625	0.519375	0.478	0.845	0.2	0.9775	1.1625
388	0.45875	0.106875	0.54125	0.4645	0.9225	0.275	0.9675	1.2175
389	0.213125	0.10375	0.549375	0.465166667	0.6375	0.2625	0.985	1.22
390	0.965	0.068125	0.0325	0.0565	1.195	0.1525	0.085	0.39
391	0.950625	0.74125	0.03125	0.0135	1.18	1.14	0.065	0.0825
392	0.956875	0.419375	0.17375	0.006333333	1.2025	0.81	0.5075	0.0275
393	0.414375	0.041875	0.75375	0.586666667	0.8825	0.085	1.0225	1.2025
394	0.42875	0.0275	0.628125	0.599666667	0.9325	0.0725	1.07	1.12
395	0.295	0.020625	0.53125	0.613166667	0.855	0.06	0.9725	1.1975
396	0.414375	0.041875	0.455	0.590333333	0.845	0.1125	0.84	1.18
397	0.416875	0.03875	0.464375	0.476166667	0.83	0.1175	0.855	1.2075
398	0.366875	0.04	0.418125	0.562833333	0.7925	0.145	0.84	1.2025
399	0.36625	0.043125	0.400625	0.6465	0.7475	0.1375	0.8225	1.2175
400	0.11	0.044375	0.46	0.6245	0.3375	0.145	0.8375	1.2
401	0.911875	0.07875	0.128125	0.014	1.18	0.18	0.185	0.07
402	0.8975	0.02125	0.005625	0.1185	1.195	0.05	0.01	0.8275
403	0.895	0.011875	0.071875	0.021333333	1.19	0.0375	0.135	0.08
404	0.001875	0.006875	0.00125	0.001833333	0.0025	0.025	0.0025	0.005
405	0.405	0.121875	0.44	0.414	0.82	0.2825	0.7575	1.19
406	0.684375	0.05125	0.709375	0.215666667	1.1775	0.13	0.905	1.1225
407	0.3625	0.069375	0.40875	0.3885	0.755	0.2	0.79	1.185
408	0.32625	0.0875	0.53	0.420833333	0.6025	0.23	1.0175	1.14
409	0.501875	0.063125	0.66125	0.325	0.9275	0.1775	0.8875	1.2225
410	0.50125	0.064375	0.558125	0.375833333	0.9125	0.22	0.93	1.07
411	0.25625	0.120625	0.526875	0.417833333	0.765	0.38	1.045	1.0475
412	0.883125	0.118125	0.029375	0.066833333	0.9875	0.2425	0.0425	0.505
413	0.90625	0.376875	0.020625	0.098333333	1.0725	0.9275	0.045	1.045
414	0.98	0.293125	0.125625	0.117666667	1.185	0.93	0.3125	1.125
415	0.639375	0.23125	0.53125	0.2655	1.1875	0.48	1.03	1.2
416	0.669375	0.09	0.51375	0.250666667	1.0525	0.22	1	0.965
417	0.28	0.164375	0.585	0.352	0.7475	0.36	1.0975	1.2225
418	0.39125	0.071875	0.59375	0.360166667	0.92	0.2375	1.1375	1.145
419	0.388125	0.095625	0.594375	0.366166667	0.825	0.21	1.0975	1.14
420	0.47375	0.04	0.635625	0.378333333	0.8625	0.1075	0.8875	1.1675
421	0.411875	0.079375	0.48375	0.378333333	0.905	0.205	0.825	1.135
422	0.7875	0.199375	0.0525	0.093833333	0.9575	0.36	0.0775	1.0425
423	0.904375	0.33375	0.031875	0.0365	1.015	0.935	0.11	0.405
424	1.01125	0.19125	0.01125	0.104	1.15	0.4275	0.015	0.82
425	0.478125	0.138125	0.3	0.304	0.9525	0.3	0.81	1.2125
426	0.45125	0.1925	0.47125	0.269833333	0.9575	0.565	0.97	1.1925
427	0.498125	0.15875	0.56	0.277	0.9475	0.505	1.12	1.18
428	0.463125	0.1	0.7125	0.5075	1.0075	0.225	1.0875	1.105
429	0.40875	0.09	0.629375	0.479	0.995	0.2775	0.8525	1.0725
430	0.37	0.0375	0.555625	0.501666667	1.0225	0.0675	0.865	1.07
431	0.4975	0.073125	0.70875	0.444833333	0.985	0.2	1.06	1.0875
432	0.956875	0.034375	0.035625	0.009666667	1.175	0.075	0.075	0.02
433	1.019375	0.10125	0.26125	0.0175	1.21	0.325	0.9025	0.0875
434	1.056875	0.07875	0.029375	0.0125	1.195	0.145	0.0675	0.0575
435	0.58375	0.074375	0.476875	0.302166667	1.0725	0.2225	1.095	1.2125
436	0.5625	0.080625	0.724375	0.493833333	1.1	0.17	0.95	1.0925
437	0.53625	0.09125	0.485	0.4565	1.07	0.245	0.92	1.115
438	0.525	0.055	0.7425	0.536833333	1.0975	0.15	0.9925	1.1425
439	0.519375	0.034375	0.68625	0.626333333	1.0925	0.05	0.9675	1.135
440	0.481875	0.0675	0.630625	0.611833333	1.06	0.1575	1.075	1.145
441	0.500625	0.081875	0.658125	0.605	1.0975	0.1875	1.105	1.1575
442	0.5175	0.06125	0.69	0.505166667	1.065	0.155	1.0475	1.0775
443	0.5175	0.06125	0.69	0.505166667	1.065	0.155	1.0475	1.0775
444	0.899375	0.01875	0.023125	0.004333333	1.05	0.0275	0.0625	0.0225
445	0.00375	0.05625	0.04625	0.010166667	0.005	0.0925	0.1525	0.0675
446	0.304375	0.0225	0.034375	0.036833333	0.7375	0.0575	0.0475	0.12
447	0.08375	0.63	0.129375	0.191166667	0.1225	1.0375	0.25	0.725
448	0.339375	0.428125	0.485	0.281333333	0.68	0.9425	0.7875	1.21
449	0.616875	0.315625	0.483125	0.2775	1.235	0.7375	0.82	1.21
450	0.4475	0.105	0.54625	0.299833333	0.885	0.275	0.905	1.045
451	0.48125	0.200625	0.5325	0.342166667	0.915	0.5975	0.8575	1.1375
452	0.455625	0.163125	0.529375	0.3575	0.9325	0.485	0.89	1.145
453	0.449375	0.16625	0.575	0.359333333	0.9175	0.475	1.0175	1.145
454	0.003125	0.028125	0.006875	0.019	0.0075	0.065	0.015	0.1825
455	0.0025	0.006875	0.0825	0.0025	0.0025	0.0125	0.3075	0.01
456	0.520625	0.14375	0.568125	0.5225	1.025	0.36	0.8525	1.1825
457	0.53875	0.05625	0.650625	0.48	1.035	0.2025	0.94	1.1125
458	0.495	0.1075	0.679375	0.584333333	0.9075	0.265	1.0875	1.1275
459	0.479375	0.12875	0.68375	0.636666667	0.915	0.41	1.08	1.125
460	0.494375	0.09875	0.61375	0.655833333	0.9775	0.2625	0.925	1.13
461	0.13	0.499375	0.665625	0.001166667	0.4575	0.86	1.0675	0.0025
462	0.24375	0.26625	0.376875	0.028833333	0.8575	0.8775	0.91	0.285
463	0.263125	0.281875	0.259375	0.097666667	0.93	0.8425	0.7325	0.8775
464	0.4575	0.51125	0.055625	0.002166667	0.8725	0.87	0.15	0.005
465	0.4175	0.5275	0.188125	0.0055	0.8575	1.04	0.365	0.055
466	0.435	0.558125	0.085	0.009166667	0.84	1.0075	0.2025	0.06
467	0.423125	0.344375	0.035625	0.020166667	0.82	0.845	0.0675	0.175
468	0.406875	0.0425	0.244375	0.144166667	0.8225	0.1325	0.66	1.1425
469	0.67	0.55625	0.33625	0.004	0.9525	0.885	0.6825	0.0275
470	0.2975	0.603125	0.624375	0.002	0.9675	1.06	1.105	0.005
471	0.226875	0.736875	0.450625	0.002166667	0.825	1.14	1.0775	0.005
472	0.371875	0.594375	0.01	0.1195	0.8825	0.8725	0.02	0.9275
473	0.54	0.4175	0.224375	0.008833333	0.9175	0.875	0.7525	0.0575
474	0.5325	0.50375	0.019375	0.100833333	1.1825	0.925	0.045	0.95
475	0.21875	0.5025	0.02625	0.029833333	0.7775	0.8775	0.08	0.17
476	0.25875	0.315	0.12125	0.105666667	0.8675	0.9675	0.1975	0.44
477	0.249375	0.5775	0.118125	0.1045	0.8675	0.86	0.2275	0.3
478	0.21125	0.356875	0.269375	0.113333333	0.795	0.995	0.6575	0.34
479	0.313125	0.473125	0.414375	0.003833333	1.1	0.87	0.8375	0.0175
480	0.065	0.8675	0.58875	0.002	0.21	1.0875	0.975	0.01
481	0.2475	0.031875	0.163125	0.09	0.905	0.11	0.3175	0.3075
482	0.225	0.029375	0.510625	0.127333333	0.8125	0.09	0.8125	0.4825
483	0.16875	0.0975	0.231875	0.324666667	0.585	0.33	0.65	1.1675
484	0.235625	0.116875	0.151875	0.158	0.8675	0.3575	0.4025	0.605
485	0.224375	0.068125	0.01875	0.184333333	0.8725	0.17	0.025	0.76
486	0.22625	0.021875	0.18	0.0995	0.865	0.03	0.3925	0.545
487	0.235625	0.06875	0.255625	0.165833333	0.8525	0.15	0.595	0.745
488	0.25625	0.543125	0.395625	0.0035	0.88	0.88	0.7675	0.015
489	0.259375	0.7525	0.341875	0.000666667	0.9	1.19	0.6925	0.005
490	0.239375	0.734375	0.530625	0.0015	0.8575	1.1275	0.7025	0.005
491	0.05625	0.126875	0.016875	0.014333333	0.1525	0.4475	0.045	0.125
492	0.215625	0.085625	0.013125	0.005	0.84	0.2925	0.025	0.03
493	0.271875	0.245625	0.0625	0.115166667	0.8075	0.545	0.19	0.8725
494	0.21875	0.08875	0.13125	0.025833333	0.805	0.305	0.4375	0.17
495	0.208125	0.050625	0.17375	0.002833333	0.7475	0.18	0.605	0.02
496	0.306875	0.32125	0.259375	0.009666667	0.7925	1.1575	0.8425	0.0525
497	0.345625	0.030625	0.091875	0.1285	0.89	0.07	0.24	0.5775
498	0.32375	0.353125	0.21375	0.0035	0.9225	0.9975	0.7575	0.0125
499	0.545625	0.438125	0.36375	0.002333333	1.06	0.8725	0.7175	0.005
500	0.43625	0.763125	0.509375	0.0015	1.075	1.0725	0.775	0.0025
501	0.2075	0.480625	0.494375	0.036666667	0.7	1.1875	0.9225	0.3525
502	0.5325	0.20625	0.249375	0.072833333	0.865	0.475	0.63	0.385
503	0.29375	0.548125	0.02375	0.078833333	0.84	1.015	0.0425	0.3525
504	0.471875	0.37875	0.0275	0.0835	0.9575	0.87	0.0475	0.4175
505	0.454375	0.755625	0.02375	0.107666667	0.905	1.115	0.0475	0.8125
506	0.433125	0.20625	0.080625	0.050166667	0.84	0.53	0.1975	0.3075
507	0.4075	0.53375	0.004375	0.082833333	0.805	0.84	0.0075	0.655
508	0.225	0.639375	0.0075	0.045333333	0.8025	0.865	0.02	0.3275
509	0.2825	0.50125	0.253125	0.003166667	0.98	0.8725	0.8325	0.0125
510	0.235625	0.563125	0.33	0.0015	0.8325	0.865	0.7625	0.0025
511	0.02875	0.578125	0.66625	0.001666667	0.09	0.87	0.9475	0.005
512	0.2925	0.069375	0.21125	0.125666667	0.8625	0.1425	0.795	0.8275
513	0.41125	0.1175	0.2575	0.104	0.81	0.395	0.6825	0.6425
514	0.360625	0.0375	0.275	0.120666667	0.9125	0.0975	0.885	0.83
515	0.304375	0.315	0.015	0.008666667	0.825	0.89	0.0325	0.0775
516	0.204375	0.06	0.145	0.097833333	0.7375	0.2	0.39	0.6775
517	0.206875	0.126875	0.074375	0.007666667	0.7525	0.29	0.185	0.0675
518	0.284375	0.1	0.011875	0.028333333	0.8	0.36	0.02	0.145
519	0.23375	0.12375	0.105625	0.096666667	0.79	0.3775	0.3725	0.5575
520	0.375	0.459375	0.415625	0.002166667	0.8925	0.89	1.025	0.005
521	0.340625	0.54875	0.680625	0.001166667	0.895	0.8675	1.125	0.0025
522	0.50125	0.675	0.655	0.0015	0.89	0.945	1.145	0.005
523	0.3675	0.659375	0.378125	0.008166667	0.8325	0.8825	1.155	0.09
524	0.605625	0.0425	0.1975	0.052166667	1.065	0.0625	0.6875	0.5675
525	0.1975	0.578125	0.5975	0.113333333	0.48	1.1875	1.115	1.0575
526	0.333125	0.5975	0.011875	0.078333333	0.885	0.875	0.0175	0.7575
527	0.306875	0.531875	0.006875	0.060833333	0.8175	1.015	0.015	0.48
528	0.236875	0.43	0.151875	0.061666667	0.8125	0.9925	0.3075	0.44
529	0.28375	0.4725	0.49375	0.002	0.935	0.87	1.1525	0.005
530	0.34	0.4925	0.47	0.0015	0.9525	0.8625	1.1375	0.005
531	0.175	0.05	0.134375	0.562	0.255	0.1575	0.27	1.1175
532	0.036875	0.59	0.473125	0.015333333	0.06	1.04	0.7375	0.1275
533	0.029375	0.3175	0.135625	0.332833333	0.035	0.73	0.22	1.135
534	0.009375	0.08625	0.12625	0.011166667	0.0225	0.205	0.23	0.1125
535	0.004375	0.043125	0.015	0.001833333	0.0125	0.13	0.0425	0.005
536	0.09	0.00625	0.015625	0.0085	0.355	0.0125	0.03	0.085
537	0.001875	0.005	0.044375	0.002333333	0.0025	0.01	0.135	0.0075
538	0.393125	0.014375	0.21875	0.0005	0.8	0.0275	0.6175	0.0025
539	0.50875	0.0025	0.5525	0.001166667	1.0425	0.005	1.1425	0.0025
540	0.51125	0.0075	0.50375	0.002166667	1.06	0.02	1.0125	0.005
541	0.054375	0.728125	0.270625	0.529666667	0.13	1.13	0.495	1.14
542	0.615	0.531875	0.549375	0.372833333	1.18	1.05	1.1	1.0825
543	0.449375	0.509375	0.38375	0.425166667	0.8725	1.18	0.8175	1.09
544	0.48625	0.48625	0.23	0.4245	0.855	1.2425	0.7725	1.13
545	0.111875	0.47125 0.250625	0.402166667	0.3275	1.13	0.36	1.1375
546	0.661875	0.098125	0.24	0.383	0.98	0.2525	0.8	1.1
547	0.580625	0.195625	0.37125	0.563166667	0.92	0.405	0.94	1.1
548	0.310625	0.18	0.459375	0.005666667	0.87	0.715	1.0825	0.02
549	0.293125	0.040625	0.264375	0.002333333	0.825	0.1275	0.99	0.0075
550	0.0075	0.09	0.4825	0.0035	0.015	0.22	1.1	0.01
551	0.104375	0.415	0.165625	0.491666667	0.2925	1.2525	0.55	1.1225
552	0.115625	0.3025	0.509375	0.3965	0.3625	0.67	1.1	1.125
553	0.64125	0.123125	0.4825	0.424333333	1.2025	0.4225	1.1625	1.1475
554	0.13	0.308125	0.20625	0.465666667	0.285	1.2025	0.7725	1.1675
555	0.083125	0.400625	0.475	0.467833333	0.255	1.095	0.995	1.21
556	0.046875	0.33	0.321875	0.123166667	0.1625	1.1475	0.5125	0.96
557	0.0275	0.50875	0.239375	0.605166667	0.08	1.255	0.825	1.25
558	0.039375	0.045625	0.39625	0.002666667	0.0725	0.13	1.205	0.005
559	0.345	0.495	0.3875	0.001666667	0.865	1.0725	1.12	0.005
560	0.035	0.045625	0.43	0.001833333	0.1025	0.125	1.1125	0.01
561	0.165625	0.4625	0.304375	0.411166667	0.2475	1.24	0.8625	1.2425
562	0.025625	0.314375	0.36625	0.3615	0.06	1.175	0.8675	1.1075
563	0.01125	0.07875	0.335625	0.409333333	0.025	0.1975	0.855	1.115
564	0.015625	0.03375	0.594375	0.3795	0.0275	0.05	1.23	1.0875
565	0.038125	0.09625	0.2875	0.5545	0.1025	0.165	0.855	1.125
566	0.01625	0.218125	0.28375	0.406	0.035	0.485	0.8125	1.11
567	0.008125	0.0525	0.310625	0.449333333	0.015	0.1475	0.865	1.1
568	0.424375	0.295	0.548125	0.002666667	0.7625	1.05	1.1025	0.0075
569	0.241875	0.2125	0.546875	0.001333333	0.75	0.6625	1.135	0.005
570	0.06	0.066875	0.740625	0.002166667	0.1375	0.1	1.145	0.0075
571	0.025	0.35625	0.380625	0.443	0.0775	0.9775	0.92	1.1425
572	0.72625	0.034375	0.54	0.388166667	1.245	0.08	1.0875	1.12
573	0.064375	0.33375	0.4125	0.03	0.1625	1.155	0.8425	0.265
574	0.04875	0.134375	0.39125	0.464333333	0.125	0.355	0.8625	1.165
575	0.059375	0.30625	0.404375	0.033	0.2075	1.0875	1.1525	0.355
576	0.0675	0.698125	0.355	0.431666667	0.165	1.26	0.8575	1.115
577	0.061875	0.6875	0.355625	0.545166667	0.16	1.2275	0.775	1.25
578	0.299375	0.373125	0.33875	0.004833333	0.9975	0.9575	1.06	0.025
579	0.4	0.46375	0.37625	0.0025	0.8875	1.1575	1.0775	0.0075
580	0.236875	0.31125	0.004375	0.000833333	0.82	0.84	0.01	0.00
581	0.05625	0.126875	0.016875	0.014333333	0.1525	0.4475	0.045	0.125
582	0.215625	0.085625	0.013125	0.005	0.84	0.2925	0.025	0.03
583	0.271875	0.245625	0.0625	0.115166667	0.8075	0.545	0.19	0.8725
584	0.21875	0.08875	0.13125	0.025833333	0.805	0.305	0.4375	0.17
585	0.208125	0.050625	0.17375	0.002833333	0.7475	0.18	0.605	0.02
586	0.306875	0.32125	0.259375	0.009666667	0.7925	1.1575	0.8425	0.0525
587	0.345625	0.030625	0.091875	0.1285	0.89	0.07	0.24	0.5775
588	0.32375	0.353125	0.21375	0.0035	0.9225	0.9975	0.7575	0.0125
589	0.545625	0.438125	0.36375	0.002333333	1.06	0.8725	0.7175	0.005
590	0.43625	0.763125	0.509375	0.0015	1.075	1.0725	0.775	0.0025
591	0.2075	0.480625	0.494375	0.036666667	0.7	1.1875	0.9225	0.3525
592	0.5325	0.20625	0.249375	0.072833333	0.865	0.475	0.63	0.385
593	0.29375	0.548125	0.02375	0.078833333	0.84	1.015	0.0425	0.3525
594	0.471875	0.37875	0.0275	0.0835	0.9575	0.87	0.0475	0.4175
595	0.454375	0.755625	0.02375	0.107666667	0.905	1.115	0.0475	0.8125
596	0.433125	0.20625	0.080625	0.050166667	0.84	0.53	0.1975	0.3075
597	0.4075	0.53375	0.004375	0.082833333	0.805	0.84	0.0075	0.655
598	0.225	0.639375	0.0075	0.045333333	0.8025	0.865	0.02	0.3275
599	0.2825	0.50125	0.253125	0.003166667	0.98	0.8725	0.8325	0.0125
600	0.235625	0.563125	0.33	0.0015	0.8325	0.865	0.7625	0.0025
601	0.480625	0.425625	0.516875	0.4495	0.9275	1.0625	0.91	1.055
602	0.48	0.36875	0.546875	0.292166667	0.9375	1.095	0.885	1.2
603	0.50875	0.610625	0.5325	0.373333333	0.9975	1.2275	0.9125	1.1625
604	0.496875	0.575	0.56375	0.348	0.9425	1.2325	0.88	1.25
605	0.506875	0.52125	0.50375	0.423	0.965	1.2275	0.8275	1.095
606	0.494375	0.494375	0.52625	0.426333333	0.935	1.1575	0.8525	1.13
607	0.49375	0.395	0.511875	0.486666667	0.935	1.06	0.8375	1.0925
608	0.304375	0.3825	0.241875	0.01	0.94	1.09	0.6725	0.0775
609	0.58125	0.711875	0.65625	0.002833333	1.07	0.8925	1.005	0.0075
610	0.89125	0.50375	0.514375	0.001833333	1.0975	0.84	0.8625	0.005
611	0.491875	0.36375	0.57	0.307666667	0.955	1.025	0.9225	1.215
612	0.591875	0.411875	0.52625	0.312	1.0025	1.1825	0.835	1.19
613	0.599375	0.3925	0.564375	0.353833333	0.935	1.1625	0.8375	0.9875
614	0.614375	0.408125	0.51375	0.349833333	1.025	1.16	0.84	1.255
615	0.576875	0.353125	0.516875	0.470666667	0.9375	1.2075	0.84	1.155
616	0.57875	0.40625	0.56875	0.4385	0.8975	1.1275	0.8825	0.875
617	0.584375	0.368125	0.508125	0.442	0.9925	1.235	0.8625	1.16
618	0.713125	0.31125	0.404375	0.0145	0.98	1.0775	0.8525	0.0975
619	0.843125	0.27125	0.423125	0.008666667	0.9725	0.9375	0.8475	0.07
620	0.51375	0.493125	0.510625	0.001833333	1.0275	1.0775	0.9675	0.0175
621	0.425	0.369375	0.533125	0.2865	0.94	1.125	0.845	1.2475
622	0.588125	0.40625	0.54875	0.2935	0.985	1.0675	0.815	1.2525
623	0.595	0.4525	0.534375	0.326333333	1.05	1.26	0.81	1.24
624	0.565625	0.435625	0.55375	0.461166667	0.995	1.2225	0.825	0.975
625	0.550625	0.46375	0.5275	0.288166667	1.015	1.26	0.815	1.2425
626	0.53125	0.43875	0.53875	0.329333333	1	1.2425	0.8225	1.1675
627	0.526875	0.455625	0.53125	0.3075	1.0175	1.245	0.8225	1.21
628	0.66875	0.485	0.56625	0.017666667	0.985	1.23	0.8275	0.1825
629	0.485625	0.514375	0.459375	0.003	0.965	1.085	0.94	0.01
630	0.371875	0.33625	0.214375	0.001833333	0.825	1.1975	0.6625	0.005
631	0.42125	0.395	0.521875	0.295666667	0.945	1.175	0.815	1.1275
632	0.53	0.44125	0.5525	0.385	0.9875	1.26	0.8225	1.205
633	0.526875	0.445625	0.53875	0.430333333	1.0275	1.2575	0.8175	1.22
634	0.521875	0.44125	0.528125	0.370166667	1.02	1.23	0.8225	1.2525
635	0.510625	0.4425	0.5275	0.285666667	1.005	1.205	0.8275	1.235
636	0.51875	0.435625	0.530625	0.323666667	1.035	1.2	0.825	1.22
637	0.51375	0.4275	0.53375	0.317166667	1.025	1.1825	0.83	1.17
638	0.50875	0.36875	0.34625	0.002	1.0275	1.205	0.715	0.0075
639	0.069375	0.2125	0.055625	0.0215	0.15	0.6275	0.1225	0.08
640	0.74875	0.348125	0.415625	0.005333333	1.0175	0.715	0.7525	0.03
641	0.459375	0.32375	0.516875	0.436333333	0.9525	1.1975	0.8325	1.105
642	0.503125	0.405	0.491875	0.446333333	0.95	1.2525	0.8275	1.1
643	0.4525	0.375625	0.485	0.297333333	0.8925	1.1775	0.845	0.8725
644	0.4875	0.384375	0.455	0.290166667	0.9825	1.2025	0.8225	0.835
645	0.485	0.395	0.515625	0.263333333	0.9725	1.245	0.82	0.81
646	0.490625	0.425	0.529375	0.2725	1.01	1.14	0.8275	1.125
647	0.495	0.345	0.3875	0.365333333	1.04	1.25	0.8275	1.165
648	0.506875	0.4175	0.494375	0.244666667	1.0775	1.1225	0.825	1.17
649	0.466875	0.361875	0.246875	0.0035	0.905	1.215	0.6925	0.015
650	0.47125	0.373125	0.400625	0.002166667	0.8925	1.1025	0.8425	0.0125
651	0.505	0.3525	0.223125	0.002	1.055	1.0825	0.6625	0.005
652	0.47	0.37625	0.46875	0.207166667	0.9375	1.1675	0.8025	1.24
653	0.458125	0.4325	0.54875	0.312333333	0.91	1.2575	0.8325	1.135
654	0.50125	0.354375	0.409375	0.3875	1.0025	1.215	0.8325	1.055
655	0.496875	0.4025	0.483125	0.4395	1.005	1.245	0.8325	1.2125
656	0.43375	0.391875	0.490625	0.486833333	0.86	1.22	0.8675	1.1575
657	0.4325	0.38625	0.500625	0.4675	0.865	1.2475	0.8675	1.125
658	0.434375	0.39875	0.4925	0.485666667	0.8725	1.265	0.875	1.0475
659	0.589375	0.754375	0.56	0.009166667	1.1325	1.255	0.8975	0.065
660	0.826875	0.516875	0.635625	0.004	0.9725	1.035	0.825	0.015
661	0.93625	0.700625	0.81875	0.001166667	1.1525	1.1825	0.9	0.005
662	0.31125	0.348125	0.529375	0.316	0.9525	1.0575	0.825	1.0025
663	0.496875	0.445	0.5325	0.2665	0.9925	1.265	0.8925	1.2175
664	0.473125	0.4175	0.5125	0.278	0.9375	1.2025	0.85	1.24
665	0.466875	0.438125	0.55	0.410166667	0.94	1.2075	0.855	0.9925
666	0.52	0.453125	0.5175	0.306666667	1.0925	1.205	0.8525	1.22
667	0.476875	0.383125	0.514375	0.439333333	0.96	1.17	0.85	1.1175
668	0.48125	0.42125	0.52125	0.501333333	0.9725	1.24	0.855	1.0925
669	0.655625	0.504375	0.526875	0.004833333	0.9975	1.19	0.8625	0.015
670	0.4525	0.328125	0.3125	0.003166667	0.9525	0.99	0.7275	0.0125
671	0.503125	0.3225	0.2275	0.003833333	1.0625	1.03	0.655	0.0225
672	0.423125	0.39875	0.5425	0.377833333	0.9225	1.0925	0.925	1.0475
673	0.50125	0.381875	0.568125	0.470666667	1.0225	1.24	0.86	1.1075
674	0.5225	0.320625	0.526875	0.466333333	0.9475	1.2475	0.8475	1.15
675	0.466875	0.42	0.48625	0.280333333	0.93	1.245	0.8525	1.2275
676	0.445	0.378125	0.43375	0.3705	0.8925	1.2325	0.8675	1.1
677	0.78625	0.3075	0.541875	0.3985	1.065	1.18	0.8475	1.055
678	0.47	0.41375	0.49	0.262833333	0.93	1.23	0.85	1.18
679	0.46375	0.346875	0.280625	0.007333333	0.9025	1.1975	0.6525	0.045
680	0.49	0.34	0.365625	0.002666667	0.9325	1.1025	0.735	0.0075
681	0.508125	0.300625	0.21	0.002833333	1.035	1.0775	0.6075	0.01
682	0.485625	0.42375	0.50125	0.2695	1.0075	1.2	0.8475	1.17
683	0.48875	0.435625	0.544375	0.394833333	0.985	1.165	0.8475	1.205
684	0.6675	0.33125	0.55875	0.3455	1.0125	1.1425	0.8425	1.0925
685	0.7	0.33625	0.554375	0.368833333	0.9575	1.245	0.8475	0.9425
686	0.695625	0.338125	0.56	0.350333333	0.9825	1.265	0.8475	0.9525
687	0.491875	0.34125	0.455	0.077333333	0.9775	1.2575	0.8475	0.5675
